id,Population,RuralPercentage,MedianIncome,CollegeDegreePercentage,Trust,BigfootSighting,TreeCoveragePercentage,NationalPark,county,state
42,25958.0366390614,100,44634.1249623514,56.6022074087366,53.4802936404417,0,17.5367127010828,0,alabama,limestone
43,19410.3625533593,0,60147.9300592304,49.1410637756231,43.6233961288018,0,31.4719716522025,0,alabama,lowndes
44,10960.685746813,100,59968.5613312042,25.1208771695767,27.3990759170386,0,29.7498694748717,0,alabama,macon
45,48245.5512483989,100,44806.1432997688,33.5658852849951,35.6120178960597,0,21.0870177516376,1,alabama,madison
46,33802.2515263441,0,43439.8982393892,18.9516325060727,25,0,0.258986630324213,1,alabama,marengo
47,31839.0876415271,100,51969.2383311597,55.3361205138095,49.3901969757909,0,27.1400610449475,0,alabama,marion
48,17048.4568985879,100,33469.8260800136,46.1616917188315,43.8337058755765,0,35.7239289925547,0,alabama,marshall
49,20140.678018173,0,46881.5486901697,54.961251065657,46.5703472226334,0,21.6497934916877,0,alabama,mobile
50,10021.1138480129,0,34727.3995702053,46.6690828095242,44.0784197452349,0,49.892998371453,0,alabama,monroe
51,37609.8032175676,0,78855.2553825357,30.0163975921691,25,0,16.1166139499161,0,alabama,montgomery
52,21146.9787538595,0,48835.4120484558,32.8894418764647,29.6683859367735,0,18.196946014421,0,alabama,morgan
53,30563.5498217139,0,73640.1220275379,54.2119319217824,48.7271764179284,0,27.5924067877426,0,alabama,perry
54,19207.3324202121,0,78453.2362838615,44.9522615002327,39.5115438432374,0,15.8119112982171,0,alabama,pickens
55,19284.3080755173,10,39982.1630172665,21.9148155094199,25,1,47.7019698607086,0,alabama,pike
56,28196.8969301426,100,42920.539702577,26.775366316426,27.5663027983865,0,20.5163606011034,0,alabama,randolph
57,29559.55128738,0,37959.0283214764,54.1812779649019,47.7033939540753,0,30.4819730005275,1,alabama,russell
58,39976.2348956992,100,39816.9443659986,37.7408819326344,29.875170948687,0,16.2654519879788,1,alabama,st clair
59,19487.6288807044,0,60268.950842113,43.8964097268136,41.3736567115379,0,19.6242745455741,0,alabama,shelby
60,22409.1950208016,110,24656.3034740351,45.8292375086162,40.8474789011338,1,33.4236182038123,0,alabama,sumter
61,17048.4354359267,110,52521.2139523385,18.334733090343,25,1,59.4465650650487,0,alabama,talladega
62,45498.2004095106,0,60497.641004514,30.6258897836425,28.7008029413078,0,24.5635373613243,1,alabama,tallapoosa
63,39725.092579831,10,63210.8834450811,56.2173710196193,54.5579984953908,1,29.3279310054934,0,alabama,tuscaloosa
64,43118.9833402134,100,36391.3719596519,46.2259350029533,38.1029631673524,0,36.1870247260641,1,alabama,walker
65,25480.129903226,100,75303.4500826367,65.8867738275502,60.0837625614628,0,45.0455731327098,0,alabama,washington
66,22370.9347829032,100,61718.2361662222,36.1390942151764,26.8778530762506,0,21.0315818005296,0,alabama,wilcox
67,36542.837852775,100,76329.5308861657,50.6540713440131,47.5844320544213,0,25.663490219709,0,alabama,winston
68,41997.1699784267,47.4241894917757,62964.0676959433,37.7199774270307,42.2452093399666,1,44.278181475675,1,arizona,apache
69,26074.4693192407,100,39896.7913055925,42.7020045076225,33.8597802547396,0,18.5148550046458,1,arizona,cochise
70,45637.1327496187,0,64919.3742223889,40.8596730131351,38.5191387207893,0,31.3272767934743,0,arizona,coconino
71,35577.3060053927,0,41513.7139055383,63.7097187941513,60.8106290003131,0,10.299891098262,1,arizona,gila
72,48202.9968855304,0,54994.5195016032,46.2838443265774,44.8707012918867,0,26.4682723977514,0,arizona,graham
73,42553.8397616714,0,79870.8042286589,56.8866080369601,55.6216950268685,0,20.0362264411794,0,arizona,greenlee
74,38749.121664146,110,44182.0942640027,21.9627714918129,29.3620832533944,1,30.9555159744838,1,arizona,maricopa
75,23888.0053921991,110,31029.1888240265,43.522023879693,33.9259357201109,1,42.8647138826225,0,arizona,mohave
76,16273.2418375376,110,49512.1021251331,25.8807759075662,25,1,35.6567927761368,1,arizona,navajo
77,21582.1900169842,100,50499.1417191596,42.5588730430777,37.6847178492494,0,28.4223432238244,1,arizona,pima
78,49196.8123229062,10,58368.4675452431,26.9316696818796,25,1,29.3353870402223,0,arizona,pinal
79,31798.2339052921,0,63575.0181480258,47.0775578452265,40.0224926636778,0,31.9976927324753,0,arizona,santa cruz
80,49983.8574386144,0,58185.016738195,38.45612470982,37.5471035374763,0,29.391686802159,0,arizona,yavapai
81,30904.2202051293,0,63715.8535634958,42.2332778538232,38.2836656188887,0,24.4854006555411,1,arizona,yuma
82,41717.9763939816,10,49090.7048109311,23.5339149473065,25,1,30.8814464134368,0,arkansas,arkansas
83,33073.9343092127,0,31377.7256415578,45.7077627150084,40.590688859353,0,36.1061281946007,0,arkansas,ashley
84,8829.02556073693,100,79994.5808165787,43.5328157920243,42.6384971047273,0,31.4628817578337,0,arkansas,baxter
85,31028.3392062809,100,73996.0026576362,47.9714205375539,39.7401451600719,0,20.603116346852,0,arkansas,benton
86,48397.493873821,100,76493.078665728,38.7302336076036,27.8463545784949,0,44.294601319577,0,arkansas,boone
87,46480.9032738224,0,64572.5355453744,58.6620651751447,57.6436551498589,0,24.5444771012516,0,arkansas,bradley
88,19537.3770568691,100,38334.089168311,47.7865434322326,50.8492915113099,0,41.3254747775479,0,arkansas,calhoun
89,22526.9399413298,0,49517.5967459779,47.9928561867061,44.2317485276239,0,30.7078488002626,1,arkansas,carroll
90,31499.3432023448,0,63517.980680933,57.9369035590223,54.686848716739,0,20.9914085185073,0,arkansas,chicot
91,42790.0221540438,0,39770.9354703421,63.2313909186025,62.6065378961799,0,13.9419376575346,1,arkansas,clark
92,27763.055893502,0,57516.6754022842,49.8390914680486,47.9386914656617,0,17.8853793971538,0,arkansas,clay
93,37954.5040681373,0,69664.1637330982,49.8566131739543,39.9654975525774,0,29.7075230557489,1,arkansas,cleburne
94,5421.17744223055,100,38624.2612817581,52.9926885302666,48.3220758929905,0,31.1932060042501,0,arkansas,cleveland
95,15761.820379488,10,46611.7924170568,31.4697360265958,30.8646372416675,1,31.031775463135,1,arkansas,columbia
96,35566.279129369,100,60746.6706222674,38.1471072308373,39.3764264977088,0,28.8356457840992,0,arkansas,conway
97,47523.7949719118,0,55618.149644272,53.1794842825929,49.7529124934029,0,42.8493976075637,0,arkansas,craighead
98,13980.4068800695,0,47346.3809990955,53.2328720996559,47.7021435666421,0,29.8301677162992,0,arkansas,crawford
99,19741.5158848059,0,57464.0652356392,52.4528095800144,48.3151842279294,0,30.5035356221731,0,arkansas,crittenden
100,30944.6978884352,0,30260.2436750224,65.0317145082837,59.4186002131969,0,34.8021440362001,0,arkansas,cross
101,19802.7769502873,100,70908.1500390022,29.5022546472193,26.1780133086969,0,44.0186537033882,0,arkansas,dallas
102,48930.4884074648,0,46147.229839343,56.5196878321204,44.9378455851059,0,12.4654004185159,0,arkansas,desha
103,11595.6031368054,100,58047.5837825487,33.302717456027,37.9177876487175,0,17.4350610193094,0,arkansas,drew
104,11790.4677337689,0,55918.4427697351,37.2673926599453,39.4310223113494,0,12.233558975367,1,arkansas,faulkner
105,5631.1958613568,110,34817.4258269246,49.9647795929224,48.8567997004899,1,29.1119625489052,0,arkansas,franklin
106,36511.1242660915,100,55108.3837382341,49.5524742952016,38.4269168820668,0,37.2590801114042,0,arkansas,fulton
107,5541.419000307,10,38424.9554077032,39.2803018900733,39.3310955378052,1,43.6110895288397,0,arkansas,garland
108,37258.7405603249,100,57707.3813020067,43.4050189334639,31.6433056527376,0,32.2545386268581,1,arkansas,grant
109,35455.8054002386,0,61330.0544522706,53.000019558602,49.0879839545775,0,31.1331421502262,0,arkansas,greene
110,8631.84812589846,100,48174.2017880771,28.5367569829281,25,0,22.9463038531573,0,arkansas,hempstead
111,20577.7046047883,0,53858.9466256516,42.4300799765548,41.3316178548641,0,29.1553697713405,1,arkansas,hot spring
112,24385.2960928156,100,71359.167459092,36.8093411534165,33.3315420753703,0,32.5373372120759,1,arkansas,howard
113,7207.37134273816,100,62115.5644277216,42.48506351434,39.3054230149965,0,41.5341458704924,0,arkansas,independence
114,7285.0419358825,100,75017.7026296931,39.7126053089344,35.665436997254,0,22.3537694534607,0,arkansas,izard
115,23764.5408123485,110,49391.3654924834,40.8126383774125,36.7064228967239,1,51.4410364738126,0,arkansas,jackson
116,37276.2356219316,100,75303.9314478347,39.2601627441205,36.4647704721825,0,36.5053049451152,0,arkansas,jefferson
117,47037.5525205635,100,77821.0623128084,31.3700182270732,29.3606104143657,0,36.6600602443029,0,arkansas,johnson
118,12829.3837667707,100,45483.1443345668,43.2550202767669,40.0222599198463,0,29.7132471054899,0,arkansas,lafayette
119,19746.1277812256,110,48535.7365067108,51.62625307887,49.1669026551498,1,25.7741663698551,0,arkansas,lawrence
120,29258.6131750404,110,46415.5320688514,55.4199114218981,46.315176516511,1,44.3302368979591,0,arkansas,lee
121,30448.1656444002,100,44005.9275094739,37.6022025248617,31.7859546797852,0,22.5650601341122,1,arkansas,lincoln
122,45841.5049254225,100,53665.3198408063,60.776263881126,58.9988884097111,0,27.726619798023,0,arkansas,little river
123,15689.2555316904,110,24153.9085205384,29.5313467546834,28.8120615031441,1,59.2215330961866,1,arkansas,logan
124,32455.0963552279,100,71801.7207856943,38.1017608299684,33.6258274451144,0,12.436021759617,1,arkansas,lonoke
125,17634.6310825059,100,76651.8535633311,31.9467608726857,32.0111748408025,0,33.2758726758572,0,arkansas,madison
126,25196.3958195903,0,42914.7535890902,54.7933313091276,53.4874342664304,0,60.0073946325237,0,arkansas,marion
127,6171.53603018586,100,30398.5179653434,39.8346558814735,31.8368317614024,0,49.7913713533671,0,arkansas,miller
128,36656.2538674636,100,71188.7748742271,39.9538875253814,37.6411260325141,0,6.81888551544388,0,arkansas,mississippi
129,27465.1999315545,0,34575.9443927864,46.4298148459735,41.046347334579,0,20.7204215112712,0,arkansas,monroe
130,34823.6356187438,100,60900.9433860055,63.3721236636744,54.0882176174137,0,8.70008452811355,0,arkansas,montgomery
131,18692.1909975371,0,64944.837248604,39.3697450666717,33.7561166090628,0,32.3320139165504,1,arkansas,nevada
132,23499.2074002299,110,57827.644585186,44.805972127656,42.1929688057082,1,38.024682515754,0,arkansas,newton
133,18794.0428789283,0,68195.2224897486,43.260637489075,36.8383905544283,0,16.2517953714022,0,arkansas,ouachita
134,24414.8856848018,0,78358.155533186,44.9242248758653,42.3247330824314,0,38.2564523179348,0,arkansas,perry
135,20697.4367965258,100,53696.4759223775,63.3121988942901,57.4231105080945,0,8.80460207619279,0,arkansas,phillips
136,11631.5832693346,0,79479.1244982145,49.9509116119377,43.5514604354811,0,29.3697481842378,0,arkansas,pike
137,13982.0247746292,0,60101.1141488914,55.0710170568289,46.6427314802687,0,29.7552734744722,1,arkansas,poinsett
138,42768.1324944168,110,28302.7625009756,36.065672823006,34.602963216576,1,42.8332836729896,1,arkansas,polk
139,34468.1668604426,0,44963.1177089989,49.1402755005328,43.4096690351309,0,33.935494493132,0,arkansas,pope
140,10404.8223045343,10,59692.8268469403,46.9677141914852,41.0135249086487,1,44.6665746447961,0,arkansas,prairie
141,49622.9801156017,0,48128.1287714252,65.5779605411461,58.318904829631,0,21.0554860699776,0,arkansas,pulaski
142,37632.0521657173,0,67146.7902920402,42.2726122225126,35.4575667145293,0,30.5890301559161,0,arkansas,randolph
143,17580.875615103,100,37926.8567710701,22.9856069883541,25,0,31.0929543347169,0,arkansas,st francis
144,26082.8808116076,0,30179.892979526,60.3525968403512,56.6545479005969,0,44.6268549963493,0,arkansas,saline
145,6837.12490144047,0,42692.2919947483,54.8996866970217,50.866430070163,0,25.1637702940966,0,arkansas,scott
146,47213.9182267898,0,57193.1179904224,31.1919548100845,32.0600659459622,0,24.872983023963,0,arkansas,searcy
147,26086.991005566,100,61655.0420122418,31.4444188040213,29.860212464423,0,18.1977653401231,0,arkansas,sebastian
148,46042.0987701235,0,44406.2942847851,26.5728738903123,25,0,62.2402474539952,0,arkansas,sevier
149,30442.4336184543,0,51969.7211599488,49.0644007608421,43.4239960087672,0,40.2378144581963,1,arkansas,sharp
150,41937.5246088345,10,29259.2072803271,31.2990852037699,26.1603710807613,1,56.697746008651,1,arkansas,stone
151,45155.6867925614,0,44894.9024908603,62.7950020235424,56.9429007746266,0,23.0260630983335,0,arkansas,union
152,36921.1241192153,110,20856.7654688124,61.6911778457238,54.6204690841043,1,31.8253704946224,0,arkansas,van buren
153,15559.7524493835,100,38439.3055923729,49.9132744238785,40.6901105107609,0,22.2875117079994,1,arkansas,washington
154,43265.5637188286,0,37233.3635381684,43.520756640004,41.0661817123536,0,42.9823326400067,0,arkansas,white
155,15849.9312029431,10,20795.0477184354,40.5410155473511,34.3960024294997,1,48.3275969197828,0,arkansas,woodruff
156,14638.5104856575,0,77462.53411118,41.8368480327049,34.8429416465491,0,44.9897123877511,0,arkansas,yell
157,49128.2884816164,100,71070.3502618549,48.5801542188336,38.6201037800945,0,38.0314770259396,1,california,alameda
158,27928.7086418587,100,53337.1157797884,43.3798072982017,45.1196266932466,0,32.6843540697288,1,california,alpine
159,8818.06709800678,110,45521.9599152974,43.448424382495,47.125688334606,1,47.6852668477601,0,california,amador
160,13178.2069708644,100,39873.6024049802,39.8509877775527,35.2151182291297,0,24.9794017450006,1,california,butte
161,33585.5821072275,100,51730.8377906944,50.466646672624,36.8638177376933,0,60.8912799673141,0,california,calaveras
162,15839.0207987031,100,60669.941839958,37.8089974379005,35.962381407387,0,38.3884651509444,0,california,colusa
163,22750.3874240886,0,60266.0587779976,50.6764465310276,53.4896771920149,0,17.1941338757218,1,california,contra costa
164,34127.4177956352,0,69911.2155921617,41.6034747633477,35.5163580754061,0,38.8428732323704,1,california,del norte
165,5024.22305896477,10,69382.7463913858,33.2599148179562,35.5577465972417,1,35.9037653832058,0,california,el dorado
166,12587.8172347935,0,30271.857177837,54.6800206575777,43.5042616142354,0,38.084350640051,0,california,fresno
167,49448.275331716,0,53455.9548408911,70.170891097038,65,0,23.0599922816105,0,california,glenn
168,9619.59555971407,100,67623.3401730341,39.6272423768657,42.3834245833939,0,41.4133012338151,0,california,humboldt
169,8246.16674423037,0,49562.0991180075,56.7207889144066,54.7337733405499,0,23.3676681690126,1,california,imperial
170,29008.7026580488,0,70538.5276216955,53.7934952040627,46.7243874578737,0,42.1634512132929,0,california,inyo
171,10250.6317730588,100,43557.5183282487,35.7989875371535,30.8541416755116,0,23.455953669418,1,california,kern
172,16673.4436914822,100,76115.4499773824,49.0063802865909,45.6735902219217,0,43.536835836524,0,california,kings
173,38040.6195921357,110,26295.4758393865,40.2526600706256,35.9687329356763,1,42.3087746724052,1,california,lake
174,27373.9349040785,100,64192.9013250822,33.7408202468696,32.332354656569,0,28.2303751862461,0,california,lassen
175,10409.3655304489,0,30935.2669309603,42.0421122389801,39.0084664590132,0,23.6020824168052,1,california,los angeles
176,30927.6909405109,0,41353.1310118591,42.1797653885069,35.8630549257354,0,19.3816649839076,1,california,madera
177,16250.9853471552,0,33407.6893788799,62.5052729042982,56.3055717078865,0,26.3708408915137,0,california,marin
178,28897.9573479159,0,32528.9792154582,24.2218025373939,27.5425768718849,0,7.79372675433756,0,california,mariposa
179,7444.96068584565,0,76981.7441892565,46.0149167668406,43.4655192139263,0,36.5235138385023,0,california,mendocino
180,49500.1976238489,100,74612.2224435013,32.8341249504359,28.2847401560465,0,27.3000485957709,0,california,merced
181,6673.99878517559,100,53493.7544736465,40.1950388753208,36.1705782742618,0,34.5614631053423,0,california,modoc
182,24838.8888388366,0,73595.3741460613,43.8204856145281,41.6158089652139,0,28.8753716244935,1,california,mono
183,22990.4517876195,110,69309.589769156,46.6558519484469,43.851212949033,1,34.5939658575153,0,california,monterey
184,11011.8565668308,100,39017.7488857515,52.6132424630776,52.269792938929,0,67.5870218491067,0,california,napa
185,23148.9960674667,10,60030.612591889,39.881005197589,31.2759027722294,1,43.1965792168719,0,california,nevada
186,30240.2653998662,10,65567.1112426526,39.4236749242717,36.1639927689509,1,39.8190181217018,1,california,orange
187,18432.4961135527,10,69229.2155000562,24.1498269662734,25.4998240247156,1,26.670159759459,0,california,placer
188,43467.2013096255,0,52585.344398506,40.2522377674269,37.7405571686328,0,26.2055435802971,0,california,plumas
189,39731.646905531,100,53354.989958694,56.2757682470328,51.0229283885812,0,31.8565892464002,0,california,riverside
190,6067.15235023613,110,64702.2458267766,25.7988126695951,33.066669247233,1,46.2425665403616,0,california,sacramento
191,18178.2188225395,10,51801.3372123917,20.1619882398489,25,1,42.4136771425039,1,california,san benito
192,47852.9771826923,100,46974.3409095884,49.659825749351,39.7011949137627,0,8.76558337995374,0,california,san bernardino
193,32757.1484669583,0,50000.0208386264,51.8847257662127,48.7580510994649,0,25.6711220231469,0,california,san diego
194,6202.4541657123,100,37804.9194372685,37.5615463315068,34.6534114181309,0,52.8422294401466,0,california,san francisco
195,37120.7352977561,10,59886.9603434773,9.55477450104725,25,1,36.6841831909347,0,california,san joaquin
196,29102.0637991934,100,58194.8657876888,37.2457612580472,31.5660147377464,0,23.7302136079408,0,california,san luis obispo
197,14925.4276530074,100,41457.2763142709,29.4679537163502,31.4325778935757,0,31.3948769433509,0,california,san mateo
198,48693.0212007675,100,71320.8597213929,35.7681679106409,30.7092953845753,0,26.4397871840673,0,california,santa barbara
199,43187.1193278428,0,34653.1146484227,44.0665609725723,42.3291438998755,0,37.3352029523543,1,california,santa clara
200,8986.06725922479,100,51871.6309695213,51.5136542401372,42.2915820162597,0,32.5553995122535,1,california,santa cruz
201,12879.816083652,0,61512.2115108766,26.8916259967343,32.2298408886319,0,24.9362468233943,0,california,shasta
202,27118.9588597358,100,33964.1390910573,41.378887303875,33.7905152382031,0,16.271664883632,1,california,sierra
203,7090.96119344818,0,55985.6569488858,37.3583549270469,37.3434334695664,0,24.5040354326097,0,california,siskiyou
204,49987.6827389165,100,47795.3487949003,58.5530173244189,56.6988000881108,0,45.0342874055534,0,california,solano
205,25875.3468141607,100,41828.4005038267,35.1589180485564,32.4684855720528,0,42.89348491293,0,california,sonoma
206,29527.4214500609,100,62860.2781579049,34.1712861834093,31.9742725375413,0,26.0150103986981,0,california,stanislaus
207,11325.0412669264,0,47473.3791725241,50.4427688389351,46.7910857732014,0,22.4693459816535,1,california,sutter
208,7895.92949354184,100,32913.1274208945,42.1094488210769,38.7438612073896,0,32.0683681531468,0,california,tehama
209,29687.0297586957,0,40231.6949524757,36.0376538578683,31.9527336557471,0,28.1331883329053,1,california,trinity
210,28884.7026323024,100,30278.0194625017,39.5001638859683,35.3330819653855,0,10.3734312947866,0,california,tulare
211,24958.3903810749,0,79799.6784518932,24.6926900699768,28.1326863875191,0,17.0536371415021,0,california,tuolumne
212,19416.0470806132,100,55550.7939383723,44.00158554432,34.5947977980413,0,38.8927090352194,1,california,ventura
213,32379.0860934446,0,31195.7298969366,45.6168655125713,41.8465324738718,0,31.8478461711506,0,california,yolo
214,30243.4603632449,100,70038.9882990158,52.2403579670155,50.8224431502357,0,32.3455389535726,0,california,yuba
215,46006.4109374582,10,22024.2160532368,33.9292939039886,31.9655014443741,1,42.2219473059914,0,colorado,adams
216,10600.5297510921,100,77991.7036454657,48.6485136858486,42.0112936126986,0,19.690203332625,0,colorado,alamosa
217,45269.20958893,100,34622.7405533591,51.0078543659342,44.2038129924721,0,36.2715867349679,0,colorado,arapahoe
218,42168.5819640115,100,35020.0699808758,58.2795330541396,52.5018652616685,0,28.959954718614,0,colorado,archuleta
219,8694.87522180664,100,61842.4505043635,25.4877363995441,25,0,48.7781681062947,0,colorado,baca
220,27967.1243585352,0,76174.096429408,64.6310532856752,62.7082505180525,0,33.4660683960801,0,colorado,bent
221,9921.35801742594,100,40238.920681034,48.3980312158184,42.9938524758419,0,36.1422932423316,0,colorado,boulder
222,15295.9021665169,0,31329.9445764106,52.0003732496714,46.2691990528398,0,31.9883838437881,0,colorado,chaffee
223,16364.5178996678,0,65626.1177177927,39.9138779626634,36.9237911605779,0,20.1916001923293,0,colorado,cheyenne
224,39160.4790441436,0,58548.2103384921,35.8296632387298,28.8210928875441,0,42.7173384868016,1,colorado,clear creek
225,23547.0767089939,0,56082.1320129444,46.1886314037309,41.0634159286384,0,33.8661869235864,0,colorado,conejos
226,43481.2983669457,0,34374.3297276291,59.1517703756333,57.4235071344585,0,33.5544361766473,0,colorado,costilla
227,18239.1379363815,0,62322.0031180122,51.7919099794516,40.5473328593997,0,45.6913604556288,1,colorado,crowley
228,34366.4813321964,100,45027.4628520484,64.9300090428206,55.2949956805765,0,36.2526784922528,0,colorado,custer
229,41080.5604041277,100,32320.504470059,43.0834160260571,38.2419861780898,0,16.8432136544085,0,colorado,delta
230,16188.1018714579,100,32943.3150286313,59.0363747188666,50.3126671236728,0,14.8850027365923,1,colorado,denver
231,21629.8562184287,110,29884.4323782989,26.5714621721976,26.2011862055893,1,41.5288495457301,0,colorado,dolores
232,46598.8282115974,100,38685.9692722907,17.5540820529965,25,0,46.9626548137183,0,colorado,douglas
233,14176.6184641684,100,50804.8126822567,47.6597812604621,38.6310196135121,0,26.6090462751254,1,colorado,eagle
234,43209.9562414227,100,58615.9426431542,42.4781156459017,37.5912341990406,0,32.4720479117707,1,colorado,elbert
235,11320.2726460214,110,62696.1160818108,20.9034404421248,25,1,42.6879741439688,0,colorado,el paso
236,28317.055313901,0,40823.1248495386,46.4623679510617,43.0641766509447,0,36.9332851398125,1,colorado,fremont
237,22058.4934669521,100,44765.6288170012,44.595799339893,36.7757627894237,0,39.210842906774,0,colorado,garfield
238,46402.9165387955,0,63717.6920625257,37.5475610242777,35.8296004808249,0,39.3151524778274,0,colorado,gilpin
239,29676.9395148439,10,54881.6532253409,58.3516908306295,54.5371110319945,1,46.7196958753106,1,colorado,grand
240,33106.4701935145,100,48054.4252445552,27.5589625402826,25,0,26.8329039364923,1,colorado,gunnison
241,39124.9210570425,100,56197.3792910714,50.3548383256813,50.0986085509843,0,29.831636058721,0,colorado,hinsdale
242,30195.1945427478,100,41982.2833071881,37.398486335034,32.9125309113518,0,35.5623286123372,0,colorado,huerfano
243,5244.35582933955,100,59164.5105188353,42.0912244926195,32.1686575897851,0,40.2295790548947,1,colorado,jackson
244,12067.0881952227,10,58885.8130145118,29.1866160665806,27.2046139821673,1,47.1673819408646,0,colorado,jefferson
245,45154.9246412854,0,30497.436173676,25.4829956121418,25,0,35.4486919990924,0,colorado,kiowa
246,6496.83931807354,100,67863.6522797503,36.5204669197034,36.0578621271118,0,50.2288004203005,0,colorado,kit carson
247,25692.8810310206,0,66147.1285013122,26.1957511428035,25,0,33.2528585357761,0,colorado,lake
248,5075.11348852233,10,36621.9633105306,44.145997240365,42.2522164600776,1,42.5060662470982,0,colorado,la plata
249,14724.3135739403,0,50836.5014310217,61.079356029338,57.9072022538921,0,34.6124980170236,0,colorado,larimer
250,44143.0183058336,0,60266.7924796573,34.598077690566,27.6116953845736,0,40.7185293481195,0,colorado,las animas
251,39603.8797723323,100,68801.1732680351,44.3298146494913,47.5867364731497,0,40.8960684095406,0,colorado,lincoln
252,9523.00681637848,0,44607.8226129002,46.8516760477023,42.1708504796625,0,27.2170127230376,0,colorado,logan
